year,teamId,team,classification,conference,division,expectedWins,total,conferenceGames,homeGames,awayGames,neutralSiteGames,regularSeason,postseason
2022,309,Louisiana,fbs,Sun Belt,West,6.519165535457432,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,324,Coastal Carolina,fbs,Sun Belt,East,7.561973731150362,"{""games"":13,""losses"":4,""ties"":0,""wins"":9}","{""games"":9,""losses"":3,""ties"":0,""wins"":6}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":3,""ties"":0,""wins"":9}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,326,Texas State,fbs,Sun Belt,West,4.780420554690558,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":6,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,328,Utah State,fbs,Mountain West,Mountain,5.831202431581914,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,333,Alabama,fbs,SEC,West,10.615728948806844,"{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":8,""losses"":2,""ties"":0,""wins"":6}","{""games"":7,""losses"":0,""ties"":0,""wins"":7}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":2,""ties"":0,""wins"":10}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,344,Mississippi State,fbs,SEC,West,7.281309321522713,"{""games"":13,""losses"":4,""ties"":0,""wins"":9}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,349,Army,fbs,FBS Independents,,6.700376524589956,"{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":4,""losses"":3,""ties"":0,""wins"":1}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,356,Illinois,fbs,Big Ten,West,9.686446099774912,"{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":9,""losses"":4,""ties"":0,""wins"":5}","{""games"":7,""losses"":2,""ties"":0,""wins"":5}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2005,Air Force,fbs,Mountain West,Mountain,10.328487379212078,"{""games"":13,""losses"":3,""ties"":0,""wins"":10}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":4,""losses"":2,""ties"":0,""wins"":2}","{""games"":2,""losses"":0,""ties"":0,""wins"":2}","{""games"":12,""losses"":3,""ties"":0,""wins"":9}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2006,Akron,fbs,Mid-American,East,2.025509034349534,"{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":8,""losses"":7,""ties"":0,""wins"":1}","{""games"":5,""losses"":4,""ties"":0,""wins"":1}","{""games"":7,""losses"":6,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2026,App State,fbs,Sun Belt,East,6.790986641310155,"{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":7,""losses"":2,""ties"":0,""wins"":5}","{""games"":5,""losses"":4,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2032,Arkansas State,fbs,Sun Belt,West,4.1094912657428315,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":8,""losses"":7,""ties"":0,""wins"":1}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":6,""losses"":6,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2050,Ball State,fbs,Mid-American,West,4.63849110621959,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2084,Buffalo,fbs,Mid-American,East,6.721318809022696,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":7,""losses"":4,""ties"":0,""wins"":3}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2116,UCF,fbs,American Athletic,,8.463864065937253,"{""games"":14,""losses"":5,""ties"":0,""wins"":9}","{""games"":9,""losses"":3,""ties"":0,""wins"":6}","{""games"":7,""losses"":2,""ties"":0,""wins"":5}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":13,""losses"":4,""ties"":0,""wins"":9}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2117,Central Michigan,fbs,Mid-American,West,4.720387966899676,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2132,Cincinnati,fbs,American Athletic,,8.152565004039872,"{""games"":13,""losses"":4,""ties"":0,""wins"":9}","{""games"":8,""losses"":2,""ties"":0,""wins"":6}","{""games"":6,""losses"":1,""ties"":0,""wins"":5}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":12,""losses"":3,""ties"":0,""wins"":9}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2199,Eastern Michigan,fbs,Mid-American,West,9.137633994465792,"{""games"":13,""losses"":4,""ties"":0,""wins"":9}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":6,""losses"":1,""ties"":0,""wins"":5}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2226,Florida Atlantic,fbs,Conference USA,,5.855772299692035,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2229,Florida International,fbs,Conference USA,,2.8512724882457405,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2247,Georgia State,fbs,Sun Belt,East,6.438273195177317,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2294,Iowa,fbs,Big Ten,West,7.687824876978993,"{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":9,""losses"":4,""ties"":0,""wins"":5}","{""games"":7,""losses"":3,""ties"":0,""wins"":4}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2305,Kansas,fbs,Big 12,,6.153748458380397,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":9,""losses"":6,""ties"":0,""wins"":3}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2306,Kansas State,fbs,Big 12,,9.995399721665308,"{""games"":14,""losses"":4,""ties"":0,""wins"":10}","{""games"":10,""losses"":2,""ties"":0,""wins"":8}","{""games"":7,""losses"":2,""ties"":0,""wins"":5}","{""games"":5,""losses"":1,""ties"":0,""wins"":4}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":13,""losses"":3,""ties"":0,""wins"":10}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2309,Kent State,fbs,Mid-American,East,4.9083124764586525,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":7,""losses"":5,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2335,Liberty,fbs,FBS Independents,,7.931962722912431,"{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":3,""losses"":1,""ties"":0,""wins"":2}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2348,Louisiana Tech,fbs,Conference USA,,4.122668355703354,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":7,""losses"":7,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2390,Miami,fbs,ACC,Coastal,5.433409464545548,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":7,""losses"":5,""ties"":0,""wins"":2}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2393,Middle Tennessee,fbs,Conference USA,,7.4986725128255785,"{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":7,""losses"":3,""ties"":0,""wins"":4}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2426,Navy,fbs,American Athletic,,6.283888085626235,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":2,""losses"":2,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2429,Charlotte,fbs,Conference USA,,2.3496567469555885,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2433,UL Monroe,fbs,Sun Belt,West,3.5056767957285047,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":7,""losses"":6,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2439,UNLV,fbs,Mountain West,West,5.172432833663103,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2440,Nevada,fbs,Mountain West,West,3.0942760887476086,"{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":8,""losses"":8,""ties"":0,""wins"":0}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2459,Northern Illinois,fbs,Mid-American,West,4.200807835906744,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2483,Oregon,fbs,Pac-12,,10.105401965789497,"{""games"":13,""losses"":3,""ties"":0,""wins"":10}","{""games"":9,""losses"":2,""ties"":0,""wins"":7}","{""games"":6,""losses"":1,""ties"":0,""wins"":5}","{""games"":5,""losses"":1,""ties"":0,""wins"":4}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":12,""losses"":3,""ties"":0,""wins"":9}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2509,Purdue,fbs,Big Ten,West,7.289410735644264,"{""games"":14,""losses"":6,""ties"":0,""wins"":8}","{""games"":10,""losses"":4,""ties"":0,""wins"":6}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":2,""losses"":2,""ties"":0,""wins"":0}","{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2567,SMU,fbs,American Athletic,,6.9551274832338095,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2572,Southern Miss,fbs,Sun Belt,West,7.515552866272628,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2579,South Carolina,fbs,SEC,East,7.700901731150225,"{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":7,""losses"":2,""ties"":0,""wins"":5}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2628,TCU,fbs,Big 12,,11.86268525198102,"{""games"":15,""losses"":2,""ties"":0,""wins"":13}","{""games"":10,""losses"":1,""ties"":0,""wins"":9}","{""games"":6,""losses"":0,""ties"":0,""wins"":6}","{""games"":6,""losses"":0,""ties"":0,""wins"":6}","{""games"":3,""losses"":2,""ties"":0,""wins"":1}","{""games"":13,""losses"":1,""ties"":0,""wins"":12}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}"
2022,2633,Tennessee,fbs,SEC,East,9.241820485331118,"{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":8,""losses"":2,""ties"":0,""wins"":6}","{""games"":7,""losses"":0,""ties"":0,""wins"":7}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":2,""ties"":0,""wins"":10}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2636,UTSA,fbs,Conference USA,,9.669442608719692,"{""games"":14,""losses"":3,""ties"":0,""wins"":11}","{""games"":9,""losses"":0,""ties"":0,""wins"":9}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":6,""losses"":1,""ties"":0,""wins"":5}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2022,2638,UTEP,fbs,Conference USA,,5.189202515408397,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2641,Texas Tech,fbs,Big 12,,6.973732054233551,"{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":9,""losses"":4,""ties"":0,""wins"":5}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":5,""losses"":4,""ties"":0,""wins"":1}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2649,Toledo,fbs,Mid-American,West,8.441714530810714,"{""games"":14,""losses"":5,""ties"":0,""wins"":9}","{""games"":9,""losses"":3,""ties"":0,""wins"":6}","{""games"":6,""losses"":1,""ties"":0,""wins"":5}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":2,""losses"":0,""ties"":0,""wins"":2}","{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2653,Troy,fbs,Sun Belt,West,10.034955161623657,"{""games"":14,""losses"":2,""ties"":0,""wins"":12}","{""games"":9,""losses"":1,""ties"":0,""wins"":8}","{""games"":7,""losses"":0,""ties"":0,""wins"":7}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2655,Tulane,fbs,American Athletic,,9.776204799301922,"{""games"":14,""losses"":2,""ties"":0,""wins"":12}","{""games"":9,""losses"":1,""ties"":0,""wins"":8}","{""games"":8,""losses"":2,""ties"":0,""wins"":6}","{""games"":5,""losses"":0,""ties"":0,""wins"":5}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2022,2711,Western Michigan,fbs,Mid-American,West,4.249335790872821,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2022,2751,Wyoming,fbs,Mountain West,Mountain,6.057182382792234,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2023,2,Auburn,fbs,SEC,West,6.6289623207948445,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":7,""losses"":4,""ties"":0,""wins"":3}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2023,5,UAB,fbs,American Athletic,,5.072687204927206,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":6,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2023,6,South Alabama,fbs,Sun Belt,West,7.780779523263582,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":7,""losses"":4,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2023,8,Arkansas,fbs,SEC,West,4.81763921827998,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":7,""ties"":0,""wins"":1}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":4,""losses"":3,""ties"":0,""wins"":1}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2023,9,Arizona State,fbs,Pac-12,,3.121831812572604,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":9,""losses"":7,""ties"":0,""wins"":2}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":4,""losses"":3,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2023,12,Arizona,fbs,Pac-12,,8.575654062679389,"{""games"":13,""losses"":3,""ties"":0,""wins"":10}","{""games"":9,""losses"":2,""ties"":0,""wins"":7}","{""games"":6,""losses"":1,""ties"":0,""wins"":5}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":3,""ties"":0,""wins"":9}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2023,21,San Diego State,fbs,Mountain West,,5.04325175222526,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":7,""losses"":4,""ties"":0,""wins"":3}","{""games"":5,""losses"":4,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2023,23,San José State,fbs,Mountain West,,7.778883656486869,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":8,""losses"":2,""ties"":0,""wins"":6}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2023,24,Stanford,fbs,Pac-12,,2.930386478954581,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":9,""losses"":7,""ties"":0,""wins"":2}","{""games"":7,""losses"":7,""ties"":0,""wins"":0}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
